Player,Age,Tm,G,MP,TRB,AST,STL,BLK,PTS,FGA,FG%,3PA,3P%,eFG%,FT%,TOV,PF,PER,TS%,USG%,VORP,WS,TRB%,AST%,STL%,BLK%,TOV%,WS/48,BPM,Year,box,Share_mvp,Rank_mvp,got_votes_mvp,is_mvp,gp_pct
LeBron James,23,CLE,75,40.400,7.900,7.200,1.800,1.100,30.000,21.900,0.484,4.800,0.315,0.518,0.712,3.400,2.200,29.100,0.568,33.500,9.800,15.200,11.100,37.300,2.400,2.100,11.400,0.242,10.900,2008,18.000,0.348,4.000,1,0,0.915
Blake Griffin,24,LAC,80,35.800,9.500,3.900,1.200,0.600,24.100,17.000,0.528,0.600,0.273,0.533,0.715,2.800,3.300,23.900,0.583,29.000,4.643,12.053,14.700,19.200,1.600,1.400,11.900,0.205,4.500,2014,15.200,0.347,3.000,1,0,0.976
Chauncey Billups,29,DET,81,36.100,3.100,8.600,0.900,0.100,18.500,12.500,0.418,5.200,0.433,0.509,0.894,2.100,2.000,23.400,0.602,22.900,6.100,15.500,5.100,39.300,1.300,0.200,12.000,0.254,6.200,2006,12.700,0.344,5.000,1,0,0.988
Kevin Garnett,23,MIN,81,40.000,11.800,5.000,1.500,1.600,22.900,18.800,0.497,1.000,0.370,0.507,0.765,3.300,2.500,23.600,0.545,27.400,6.560,11.191,17.100,21.500,1.900,2.800,13.600,0.172,6.300,2000,19.900,0.337,2.000,1,0,0.988
LeBron James,32,CLE,74,37.800,8.600,8.700,1.200,0.600,26.400,18.200,0.548,4.600,0.363,0.594,0.674,4.100,1.800,27.000,0.619,30.000,6.700,12.900,12.600,41.300,1.600,1.300,16.100,0.221,7.600,2017,19.100,0.330,4.000,1,0,0.902
Grant Hill,24,DET,80,39.300,9.000,7.300,1.800,0.600,21.400,15.700,0.496,0.400,0.303,0.500,0.711,3.200,2.300,25.500,0.556,28.300,7.904,14.424,14.200,36.000,2.600,1.300,14.400,0.223,8.200,1997,18.700,0.327,3.000,1,0,0.976
Anfernee Hardaway,24,ORL,82,36.800,4.300,7.100,2.000,0.500,21.700,14.800,0.513,3.500,0.314,0.549,0.767,2.800,2.000,24.600,0.605,25.500,6.817,14.227,6.800,32.200,2.900,1.000,13.500,0.229,7.200,1996,13.900,0.319,3.000,1,0,1.000
Chris Paul,26,LAC,60,36.400,3.600,9.100,2.500,0.100,19.800,14.800,0.478,3.600,0.371,0.522,0.861,2.100,2.300,27.000,0.581,24.300,7.579,15.779,5.800,43.800,3.800,0.200,10.800,0.278,9.200,2012,15.300,0.318,3.000,1,0,0.732
Tracy McGrady,22,ORL,76,38.300,7.900,5.300,1.600,1.000,25.600,20.900,0.451,3.700,0.364,0.483,0.748,2.500,1.800,25.100,0.532,31.100,6.323,11.361,11.500,25.800,2.100,1.800,9.400,0.189,6.800,2002,15.800,0.310,4.000,1,0,0.927
Alonzo Mourning,29,MIA,79,34.800,9.500,1.600,0.500,3.700,21.700,15.000,0.551,0.100,0.000,0.551,0.711,2.700,3.900,25.800,0.596,28.100,4.824,12.445,15.900,8.700,0.800,7.800,13.100,0.226,5.300,2000,15.300,0.303,3.000,1,0,0.963
Kobe Bryant,33,LAL,58,38.500,5.400,4.600,1.200,0.300,27.900,23.000,0.430,4.900,0.303,0.462,0.845,3.500,1.800,21.900,0.527,35.700,3.603,7.703,7.800,23.700,1.600,0.600,11.700,0.132,3.300,2012,11.500,0.291,4.000,1,0,0.707
Shaquille O'Neal,21,ORL,81,39.800,13.200,2.400,0.900,2.900,29.300,19.600,0.599,0.000,0.000,0.599,0.554,2.700,3.500,28.500,0.605,29.000,7.200,16.900,18.700,11.000,1.200,4.500,10.200,0.252,6.800,1994,19.400,0.286,4.000,1,0,0.988
Dirk Nowitzki,26,DAL,78,38.700,9.700,3.100,1.200,1.500,26.100,18.500,0.459,2.900,0.399,0.490,0.869,2.300,2.800,26.100,0.578,28.700,6.931,15.229,14.000,14.300,1.700,2.900,9.100,0.248,7.300,2005,15.500,0.275,3.000,1,0,0.951
Tony Parker,29,SAS,60,32.100,2.900,7.700,1.000,0.100,18.300,14.800,0.480,1.000,0.230,0.488,0.799,2.600,1.300,22.000,0.539,27.700,2.858,8.821,5.100,40.300,1.500,0.200,13.100,0.177,2.700,2012,11.700,0.274,5.000,1,0,0.732
Karl Malone,28,UTA,81,37.700,11.200,3.000,1.300,0.600,28.000,18.700,0.526,0.200,0.176,0.527,0.778,3.100,2.800,25.400,0.599,30.300,5.760,14.740,16.800,13.400,1.800,1.000,11.600,0.237,5.700,1992,16.100,0.273,4.000,1,0,0.988
Russell Westbrook,26,OKC,67,34.400,7.300,8.600,2.100,0.200,28.100,22.000,0.426,4.300,0.299,0.455,0.835,4.400,2.700,29.100,0.536,38.400,5.730,10.472,11.400,47.000,3.000,0.500,14.300,0.222,8.100,2015,18.200,0.271,4.000,1,0,0.817
Dwight Howard,23,ORL,79,35.700,13.800,1.400,1.000,2.900,20.600,12.400,0.572,0.000,0.000,0.572,0.594,3.000,3.400,25.400,0.600,26.100,4.700,13.800,21.800,7.300,1.400,5.900,15.100,0.234,4.500,2009,19.100,0.271,4.000,1,0,0.963
Allen Iverson,23,PHI,48,41.500,4.900,4.600,2.300,0.100,26.800,22.000,0.412,4.100,0.291,0.439,0.751,3.500,2.000,22.200,0.508,32.600,6.396,11.808,6.900,24.200,3.000,0.300,11.700,0.173,5.700,1999,11.900,0.270,4.000,1,0,0.585
Shaquille O'Neal,25,LAL,60,36.300,11.400,2.400,0.700,2.400,28.300,19.100,0.584,0.000,,0.584,0.527,2.900,3.200,28.800,0.587,32.900,4.300,10.200,17.700,13.500,0.900,4.600,10.800,0.224,5.800,1998,16.900,0.268,4.000,1,0,0.732
Joakim Noah,28,CHI,80,35.300,11.300,5.400,1.200,1.500,12.600,10.000,0.475,0.000,0.000,0.475,0.737,2.400,3.100,20.000,0.531,18.700,5.137,11.065,18.200,26.400,1.900,3.300,17.000,0.190,5.300,2014,19.400,0.258,4.000,1,0,0.976
Tim Duncan,28,SAS,66,33.400,11.100,2.700,0.700,2.600,20.300,15.800,0.496,0.100,0.333,0.498,0.670,1.900,2.200,27.000,0.540,28.900,5.271,10.933,19.400,16.100,1.100,5.700,9.300,0.245,7.600,2005,17.100,0.258,4.000,1,0,0.805
Karl Malone,36,UTA,82,35.900,9.500,3.700,1.000,0.900,25.500,18.000,0.509,0.100,0.250,0.510,0.797,2.800,2.800,27.100,0.582,31.900,6.849,14.760,16.100,20.900,1.400,1.900,11.400,0.249,7.500,2000,15.100,0.258,4.000,1,0,1.000
Patrick Ewing,31,NYK,79,37.600,11.200,2.300,1.100,2.700,24.500,19.000,0.496,0.200,0.286,0.497,0.765,3.300,3.500,22.900,0.551,29.800,5.500,13.100,16.900,11.300,1.600,5.100,12.900,0.211,5.200,1994,17.300,0.252,5.000,1,0,0.963
Chris Paul,27,LAC,70,33.400,3.700,9.700,2.400,0.100,16.900,12.200,0.481,3.300,0.328,0.526,0.885,2.300,2.000,26.400,0.594,22.600,6.400,13.900,6.700,46.500,3.800,0.400,13.700,0.287,8.800,2013,15.900,0.239,4.000,1,0,0.854
Patrick Ewing,26,NYK,80,36.200,9.300,2.400,1.500,3.500,22.700,16.000,0.567,0.100,0.000,0.567,0.746,3.300,3.900,22.100,0.607,23.600,4.800,10.900,14.200,9.500,1.900,5.600,15.100,0.181,4.500,1989,16.700,0.235,4.000,1,0,0.976
Karl Malone,26,UTA,82,38.100,11.100,2.800,1.500,0.600,31.000,19.800,0.562,0.500,0.372,0.567,0.762,3.700,3.200,27.200,0.626,32.600,6.600,15.900,17.100,13.200,1.900,1.000,13.000,0.245,6.400,1990,16.000,0.233,4.000,1,0,1.000
Charles Barkley,27,PHI,67,37.300,10.100,4.200,1.600,0.500,27.600,17.400,0.570,2.300,0.284,0.589,0.722,3.100,2.600,28.900,0.635,29.100,7.000,13.400,15.300,20.600,2.200,0.800,12.600,0.258,9.300,1991,16.400,0.231,4.000,1,0,0.817
Peja Stojaković,26,SAC,81,40.300,6.300,2.100,1.300,0.200,24.200,17.100,0.480,6.800,0.433,0.566,0.927,1.900,2.000,21.800,0.624,23.900,4.727,13.024,8.800,9.100,1.700,0.300,8.900,0.198,3.900,2004,9.900,0.228,4.000,1,0,0.988
Tim Duncan,30,SAS,80,34.100,10.600,3.400,0.800,2.400,20.000,14.100,0.546,0.100,0.111,0.547,0.637,2.800,2.500,26.100,0.579,27.900,6.200,13.000,18.800,18.800,1.300,5.100,14.000,0.230,7.000,2007,17.200,0.222,4.000,1,0,0.976
Patrick Ewing,32,NYK,79,37.000,11.000,2.700,0.900,2.000,23.900,18.400,0.503,0.300,0.286,0.505,0.750,3.200,3.400,21.900,0.555,30.700,4.100,9.600,17.400,14.400,1.200,4.100,13.100,0.157,3.500,1995,16.600,0.219,4.000,1,0,0.963
Hakeem Olajuwon,33,HOU,72,38.800,10.900,3.600,1.600,2.900,26.900,20.800,0.514,0.200,0.214,0.515,0.724,3.400,3.400,25.500,0.558,31.900,4.841,9.583,15.900,18.300,2.100,5.300,12.500,0.166,4.900,1996,19.000,0.211,4.000,1,0,0.878
Hakeem Olajuwon,26,HOU,82,36.900,13.500,1.800,2.600,3.400,24.800,19.000,0.508,0.100,0.000,0.508,0.696,3.400,4.000,25.200,0.552,28.200,5.700,12.400,19.800,8.200,3.300,5.500,13.000,0.197,5.500,1989,21.300,0.211,5.000,1,0,1.000
Nikola Jokić,23,DEN,80,31.300,10.800,7.300,1.400,0.700,20.100,15.100,0.511,3.400,0.307,0.545,0.821,3.100,2.900,26.300,0.589,27.400,7.000,11.800,18.700,37.000,2.100,1.900,15.400,0.226,9.100,2019,20.200,0.210,4.000,1,0,0.976
Tim Hardaway,30,MIA,81,38.700,3.400,8.600,1.900,0.100,20.300,17.100,0.415,7.300,0.344,0.489,0.799,2.800,2.000,20.800,0.532,26.600,6.422,12.745,5.200,41.900,2.600,0.200,13.000,0.198,6.200,1997,14.000,0.207,4.000,1,0,0.988
Damian Lillard,27,POR,73,36.600,4.500,6.600,1.100,0.400,26.900,19.400,0.439,8.600,0.361,0.519,0.916,2.800,1.600,25.200,0.594,30.600,6.300,12.600,6.600,30.900,1.400,0.800,11.100,0.227,7.200,2018,12.600,0.205,4.000,1,0,0.890
Tim Duncan,23,SAS,74,38.900,12.400,3.200,0.900,2.200,23.200,17.300,0.490,0.100,0.091,0.491,0.761,3.300,2.800,24.800,0.555,28.700,5.306,12.541,18.100,15.500,1.200,4.000,13.500,0.218,5.600,2000,18.700,0.205,5.000,1,0,0.902
Scottie Pippen,30,CHI,77,36.700,6.400,5.900,1.700,0.700,19.400,15.800,0.463,5.200,0.374,0.525,0.679,2.700,2.600,21.000,0.551,24.400,5.829,12.152,10.200,25.200,2.500,1.500,13.200,0.209,6.300,1996,14.700,0.200,5.000,1,0,0.939
Allen Iverson,29,PHI,75,42.300,4.000,7.900,2.400,0.100,30.700,24.200,0.424,4.500,0.308,0.453,0.835,4.600,1.900,23.200,0.532,35.000,4.881,8.786,5.300,37.600,2.900,0.200,13.700,0.136,4.200,2005,14.400,0.189,5.000,1,0,0.915
Patrick Ewing,27,NYK,82,38.600,10.900,2.200,1.000,4.000,28.600,20.400,0.551,0.000,0.250,0.551,0.775,3.400,4.000,25.800,0.599,29.400,6.000,13.500,15.700,10.000,1.200,5.900,12.400,0.205,5.500,1990,18.100,0.176,5.000,1,0,1.000
Stephen Curry,30,GSW,69,33.800,5.300,5.200,1.300,0.400,27.300,19.400,0.472,11.700,0.437,0.604,0.916,2.800,2.400,24.400,0.641,30.400,5.100,9.700,8.400,24.200,1.900,0.900,11.600,0.199,6.600,2019,12.200,0.173,5.000,1,0,0.841
Kobe Bryant,25,LAL,65,37.600,5.500,5.100,1.700,0.400,24.000,18.100,0.438,3.300,0.327,0.468,0.852,2.600,2.700,23.700,0.551,29.100,4.534,10.322,8.300,24.400,2.400,0.800,10.800,0.210,5.600,2004,12.700,0.172,5.000,1,0,0.793
Chris Paul,23,NOH,78,38.500,5.500,11.000,2.800,0.100,22.800,16.100,0.503,2.300,0.364,0.528,0.868,3.000,2.700,30.000,0.599,27.500,9.900,18.300,8.700,54.500,3.900,0.300,13.500,0.292,11.000,2009,19.400,0.159,5.000,1,0,0.951
Kevin Durant,22,OKC,78,38.900,6.800,2.700,1.100,1.000,27.700,19.700,0.462,5.300,0.350,0.509,0.880,2.800,2.000,23.600,0.589,30.600,5.236,11.855,10.300,13.200,1.500,1.800,10.600,0.189,4.900,2011,11.600,0.157,5.000,1,0,0.951
Anthony Davis,21,NOP,68,36.100,10.200,2.200,1.500,2.900,24.400,17.600,0.535,0.200,0.083,0.536,0.805,1.400,2.100,30.800,0.591,27.800,6.619,13.831,16.100,11.600,2.100,6.200,6.300,0.274,8.900,2015,16.800,0.156,5.000,1,0,0.829
Kobe Bryant,34,LAL,78,38.600,5.600,6.000,1.400,0.300,27.300,20.400,0.463,5.200,0.324,0.504,0.839,3.700,2.200,23.000,0.570,31.900,5.000,10.900,7.900,29.700,1.800,0.600,13.300,0.174,4.600,2013,13.300,0.152,5.000,1,0,0.951
Gary Payton,31,SEA,82,41.800,6.500,8.900,1.900,0.200,24.200,20.300,0.448,6.300,0.340,0.502,0.735,2.700,2.200,23.600,0.535,26.800,7.042,13.409,8.500,37.700,2.300,0.400,10.800,0.195,6.400,2000,17.500,0.149,6.000,1,0,1.000
Karl Malone,27,UTA,82,40.300,11.800,3.300,1.100,1.000,29.000,19.600,0.527,0.200,0.286,0.528,0.770,3.000,3.300,24.800,0.596,30.100,6.200,15.500,17.200,14.700,1.400,1.500,10.900,0.225,5.400,1991,17.200,0.148,5.000,1,0,1.000
Shaquille O'Neal,31,LAL,67,36.800,11.500,2.900,0.500,2.500,21.500,14.100,0.584,0.000,,0.584,0.490,2.900,3.400,24.400,0.578,26.300,3.955,9.551,17.700,14.800,0.700,5.000,13.500,0.192,4.800,2004,17.400,0.145,6.000,1,0,0.817
LeBron James,22,CLE,78,40.900,6.700,6.000,1.600,0.700,27.300,20.800,0.476,4.000,0.319,0.507,0.698,3.200,2.200,24.500,0.552,31.000,8.100,13.700,9.600,29.100,2.100,1.300,11.500,0.206,8.100,2007,15.000,0.142,5.000,1,0,0.951
Hakeem Olajuwon,32,HOU,72,39.600,10.800,3.500,1.800,3.400,27.800,21.500,0.517,0.200,0.188,0.517,0.756,3.300,3.500,26.000,0.563,31.700,5.300,10.700,15.600,17.200,2.400,5.900,11.700,0.181,5.400,1995,19.500,0.140,5.000,1,0,0.878
Charles Barkley,24,PHI,80,39.600,11.900,3.200,1.300,1.300,28.300,16.000,0.587,2.000,0.280,0.604,0.751,3.800,3.500,27.600,0.665,26.700,7.321,16.302,17.400,14.100,1.600,1.900,15.200,0.253,7.400,1988,17.700,0.136,4.000,1,0,0.976
Jason Kidd,25,PHO,50,41.200,6.800,10.800,2.300,0.400,16.900,14.000,0.444,2.500,0.366,0.476,0.757,3.000,2.200,22.500,0.527,21.400,6.396,13.284,9.600,44.000,3.000,0.700,15.700,0.188,5.500,1999,20.300,0.135,5.000,1,0,0.610
Tim Duncan,21,SAS,82,39.100,11.900,2.700,0.700,2.500,21.100,15.700,0.549,0.100,0.000,0.549,0.662,3.400,3.100,22.600,0.577,26.000,5.300,12.800,17.600,13.700,0.900,4.500,15.700,0.192,4.600,1998,17.800,0.128,5.000,1,0,1.000
Kevin Garnett,24,MIN,81,39.500,11.400,5.000,1.400,1.800,22.000,18.200,0.477,0.800,0.288,0.484,0.764,2.800,2.500,23.900,0.531,27.000,6.323,11.658,16.400,21.800,1.800,3.200,12.000,0.176,6.000,2001,19.600,0.122,5.000,1,0,0.988
Glen Rice,29,CHH,79,42.600,4.000,2.000,0.900,0.300,26.800,19.200,0.477,5.600,0.470,0.546,0.867,2.200,2.400,19.700,0.605,26.900,3.161,10.670,5.700,8.800,1.200,0.600,9.200,0.154,1.800,1997,7.200,0.117,5.000,1,0,0.963
Kevin Durant,27,OKC,72,35.800,8.200,5.000,1.000,1.200,28.200,19.200,0.505,6.700,0.387,0.573,0.898,3.500,1.900,28.200,0.634,30.600,7.800,14.500,12.400,24.200,1.300,2.500,13.500,0.270,9.900,2016,15.400,0.112,5.000,1,0,0.878
David Robinson,24,SAS,82,36.600,12.000,2.000,1.700,3.900,24.300,15.900,0.531,0.000,0.000,0.531,0.732,3.100,3.200,26.300,0.597,26.600,6.800,15.100,18.500,8.700,2.200,6.500,13.300,0.241,6.900,1990,19.600,0.111,6.000,1,0,1.000
Charles Barkley,25,PHI,79,39.100,12.500,4.100,1.600,0.800,25.800,15.300,0.579,2.100,0.216,0.594,0.753,3.200,3.300,27.000,0.653,24.400,7.400,16.100,17.900,16.000,2.000,1.300,14.000,0.250,7.500,1989,19.000,0.111,6.000,1,0,0.963
Allen Iverson,24,PHI,70,40.800,3.800,4.700,2.100,0.100,28.400,24.800,0.421,3.700,0.341,0.446,0.713,3.300,2.300,20.000,0.496,34.400,3.666,6.656,5.200,23.000,2.600,0.100,10.300,0.116,3.200,2000,10.700,0.109,7.000,1,0,0.854
Clyde Drexler,25,POR,81,37.800,6.600,5.800,2.500,0.600,27.000,20.700,0.506,0.600,0.212,0.509,0.811,2.900,3.100,24.100,0.564,28.000,6.833,12.886,9.400,23.500,3.100,1.000,10.900,0.207,7.000,1988,15.500,0.108,5.000,1,0,0.988
Shaquille O'Neal,30,LAL,67,37.800,11.100,3.100,0.600,2.400,27.500,18.100,0.574,0.000,,0.574,0.622,2.900,3.400,29.500,0.602,30.200,5.434,13.041,16.500,16.200,0.800,4.500,11.400,0.250,6.500,2003,17.200,0.106,5.000,1,0,0.817
Patrick Ewing,29,NYK,82,38.400,11.200,1.900,1.100,3.000,24.000,18.600,0.522,0.100,0.167,0.522,0.738,2.500,3.400,22.800,0.563,27.200,5.369,12.690,16.800,8.500,1.400,5.000,10.700,0.198,4.900,1992,17.200,0.104,5.000,1,0,1.000
Dwyane Wade,28,MIA,77,36.300,4.800,6.500,1.800,1.100,26.600,19.600,0.476,3.200,0.300,0.500,0.761,3.300,2.400,28.000,0.562,34.900,7.900,13.000,7.800,36.400,2.700,2.400,12.200,0.224,9.200,2010,14.200,0.097,5.000,1,0,0.939
Chris Paul,29,LAC,82,34.800,4.600,10.200,1.900,0.200,19.100,14.300,0.485,4.300,0.398,0.545,0.900,2.300,2.500,26.000,0.596,23.700,7.113,15.906,7.400,47.400,2.800,0.400,12.700,0.270,8.000,2015,16.900,0.095,6.000,1,0,1.000
Dirk Nowitzki,32,DAL,73,34.300,7.000,2.600,0.500,0.600,23.000,16.200,0.517,2.300,0.393,0.545,0.892,1.900,2.400,23.400,0.612,28.200,4.446,10.966,12.000,14.200,0.800,1.400,9.100,0.213,5.100,2011,10.700,0.093,6.000,1,0,0.890
Grant Hill,27,DET,74,37.500,6.600,5.200,1.400,0.600,25.800,19.200,0.489,1.300,0.347,0.501,0.795,3.200,2.600,24.500,0.565,30.500,5.016,10.322,10.200,26.800,1.900,1.100,12.400,0.185,5.400,2000,13.800,0.093,8.000,1,0,0.902
Gary Payton,28,SEA,82,39.200,4.600,7.100,2.400,0.200,21.800,18.100,0.476,4.600,0.313,0.517,0.715,2.600,2.500,21.800,0.545,26.400,6.027,12.745,7.100,33.800,3.300,0.300,11.600,0.193,5.500,1997,14.300,0.091,6.000,1,0,1.000
Charles Barkley,31,PHO,68,35.000,11.100,4.100,1.600,0.700,23.000,16.800,0.486,3.200,0.338,0.518,0.748,2.200,3.000,25.200,0.572,27.500,5.000,10.600,18.200,18.900,2.300,1.400,9.900,0.214,6.300,1995,17.500,0.091,6.000,1,0,0.829
Gary Payton,27,SEA,81,39.000,4.200,7.500,2.900,0.200,19.300,15.800,0.484,3.700,0.328,0.523,0.748,3.200,2.700,19.600,0.554,23.600,5.137,11.361,6.300,33.300,3.700,0.500,15.600,0.174,4.600,1996,14.800,0.087,6.000,1,0,0.988
Tracy McGrady,27,HOU,71,35.800,5.300,6.500,1.300,0.500,24.600,20.800,0.431,5.400,0.331,0.474,0.707,3.000,1.900,23.200,0.515,35.000,5.200,8.600,8.600,37.500,1.900,1.100,11.200,0.163,6.100,2007,13.600,0.085,6.000,1,0,0.866
Chris Mullin,28,GSW,81,41.300,5.600,3.500,2.100,0.800,25.600,19.600,0.524,2.200,0.366,0.544,0.833,2.500,2.100,19.900,0.586,23.600,4.686,10.543,7.400,12.200,2.400,1.100,10.200,0.155,3.700,1992,12.000,0.084,6.000,1,0,0.988
Hakeem Olajuwon,34,HOU,78,36.600,9.200,3.000,1.500,2.200,23.200,18.300,0.510,0.200,0.313,0.512,0.787,3.600,3.200,22.700,0.558,30.400,3.853,8.990,14.500,16.200,2.100,4.500,14.800,0.154,3.500,1997,15.900,0.083,7.000,1,0,0.951
Chris Paul,30,LAC,74,32.700,4.200,10.000,2.100,0.200,19.500,15.100,0.462,4.400,0.371,0.517,0.896,2.600,2.500,26.200,0.575,27.100,6.000,12.700,7.000,52.700,3.100,0.400,13.400,0.253,7.900,2016,16.500,0.082,6.000,1,0,0.902
Isaiah Thomas,27,BOS,76,33.800,2.700,5.900,0.900,0.200,28.900,19.400,0.463,8.500,0.379,0.546,0.909,2.800,2.200,26.500,0.625,34.000,5.600,12.500,4.400,32.500,1.400,0.400,10.700,0.234,6.700,2017,9.700,0.080,5.000,1,0,0.927
Chris Webber,26,SAC,75,38.400,10.500,4.600,1.600,1.700,24.500,20.600,0.483,1.300,0.284,0.492,0.751,2.900,3.500,23.400,0.530,28.200,5.402,10.322,14.300,21.100,2.000,2.900,11.200,0.179,5.700,2000,18.400,0.079,9.000,1,0,0.915
Scottie Pippen,29,CHI,79,38.200,8.100,5.200,2.900,1.100,21.400,16.700,0.480,4.000,0.345,0.522,0.716,3.400,3.000,22.600,0.559,26.300,7.200,11.800,12.500,22.800,4.000,2.200,15.200,0.188,7.500,1995,17.300,0.079,7.000,1,0,0.963
Kobe Bryant,23,LAL,80,38.300,5.500,5.500,1.500,0.400,25.200,20.000,0.469,1.700,0.250,0.479,0.829,2.800,2.900,23.200,0.544,30.400,5.137,12.547,7.900,25.900,2.000,0.800,10.700,0.199,4.600,2002,12.900,0.078,5.000,1,0,0.976
Clyde Drexler,28,POR,82,34.800,6.700,6.000,1.800,0.700,21.500,16.300,0.482,2.300,0.319,0.505,0.794,2.800,2.800,22.100,0.563,25.700,6.400,12.400,10.600,25.700,2.400,1.300,12.900,0.209,6.800,1991,15.200,0.078,6.000,1,0,1.000
Russell Westbrook,29,OKC,80,36.400,10.100,10.300,1.800,0.300,25.400,21.100,0.449,4.100,0.298,0.477,0.737,4.800,2.500,24.700,0.524,34.100,6.100,10.100,15.300,49.800,2.500,0.600,16.400,0.166,6.300,2018,22.500,0.075,5.000,1,0,0.976
Shaquille O'Neal,26,LAL,49,34.800,10.700,2.300,0.700,1.700,26.300,18.100,0.576,0.000,0.000,0.576,0.540,2.500,3.200,30.600,0.584,32.400,6.396,14.760,18.000,14.400,1.100,3.500,10.000,0.255,7.100,1999,15.400,0.075,6.000,1,0,0.598
Karl Malone,32,UTA,82,38.000,9.800,4.200,1.700,0.700,25.700,18.500,0.519,0.500,0.400,0.524,0.723,2.400,3.000,26.000,0.575,29.800,7.014,14.918,15.800,20.600,2.400,1.500,9.800,0.233,7.000,1996,16.400,0.075,7.000,1,0,1.000
Giannis Antetokounmpo,23,MIL,75,36.700,10.000,4.800,1.500,1.400,26.900,18.700,0.529,1.900,0.307,0.545,0.760,3.000,3.100,27.300,0.598,31.200,5.700,11.900,16.000,23.700,2.000,3.300,11.700,0.207,6.200,2018,17.700,0.074,6.000,1,0,0.915
LeBron James,20,CLE,80,42.400,7.400,7.200,2.200,0.700,27.200,21.100,0.472,3.900,0.351,0.504,0.750,3.300,1.800,25.700,0.554,29.700,8.883,13.960,10.200,32.900,2.800,1.100,11.800,0.203,8.600,2005,17.500,0.073,6.000,1,0,0.976
Tony Parker,30,SAS,66,32.900,3.000,7.600,0.800,0.100,20.300,15.100,0.522,1.000,0.353,0.534,0.845,2.600,1.400,23.000,0.588,27.700,3.100,9.300,5.300,40.400,1.300,0.200,13.000,0.206,3.600,2013,11.500,0.071,6.000,1,0,0.805
Dwyane Wade,24,MIA,75,38.600,5.700,6.700,1.900,0.800,27.200,18.800,0.495,1.000,0.171,0.499,0.783,3.600,2.900,27.600,0.577,32.500,7.100,14.400,8.700,33.000,2.600,1.500,13.200,0.239,7.700,2006,15.100,0.070,6.000,1,0,0.915
Allen Iverson,27,PHI,82,42.500,4.200,5.500,2.700,0.200,27.600,23.700,0.414,3.700,0.277,0.436,0.774,3.500,1.800,21.200,0.500,32.900,4.742,9.089,5.800,25.100,3.400,0.300,11.200,0.127,3.500,2003,12.600,0.070,6.000,1,0,1.000
Hakeem Olajuwon,27,HOU,82,38.100,14.000,2.900,2.100,4.600,24.300,19.600,0.501,0.100,0.167,0.501,0.713,3.900,3.800,24.100,0.541,28.100,6.200,11.200,19.500,12.100,2.600,7.000,14.600,0.173,5.800,1990,23.600,0.070,7.000,1,0,1.000
Mark Price,27,CLE,72,29.700,2.400,7.400,1.300,0.200,17.300,12.500,0.488,3.600,0.387,0.545,0.947,2.200,1.600,22.700,0.610,24.100,4.100,8.883,4.500,37.900,2.200,0.300,13.500,0.205,5.800,1992,11.300,0.069,7.000,1,0,0.878
Dominique Wilkins,28,ATL,78,37.800,6.400,2.900,1.300,0.600,30.700,25.100,0.464,1.700,0.295,0.474,0.826,2.800,2.100,23.700,0.534,35.200,4.588,9.567,9.500,13.500,1.700,1.000,8.900,0.160,4.300,1988,11.200,0.069,6.000,1,0,0.951
Damian Lillard,28,POR,80,35.500,4.600,6.900,1.100,0.400,25.800,19.200,0.444,8.000,0.369,0.522,0.912,2.700,1.900,23.700,0.588,29.300,6.000,12.100,7.000,30.600,1.500,1.000,10.800,0.205,6.400,2019,13.000,0.068,6.000,1,0,0.976
James Harden,24,HOU,73,38.000,4.700,6.100,1.600,0.400,25.400,16.500,0.456,6.600,0.366,0.529,0.866,3.600,2.400,23.500,0.618,27.800,5.236,12.646,6.900,27.300,2.100,0.800,15.000,0.221,5.600,2014,12.800,0.068,5.000,1,0,0.890
Tim Hardaway,25,GSW,81,41.100,3.800,10.000,2.000,0.200,23.400,19.700,0.461,4.600,0.338,0.501,0.766,3.300,2.600,19.100,0.537,24.400,4.002,8.981,5.100,33.300,2.300,0.200,13.200,0.132,2.800,1992,16.000,0.067,8.000,1,0,0.988
Kevin Durant,29,GSW,68,34.200,6.800,5.400,0.700,1.800,26.400,18.000,0.516,6.100,0.419,0.586,0.889,3.000,2.000,26.000,0.640,30.400,5.500,10.400,11.200,25.500,1.000,4.000,12.900,0.215,7.300,2018,14.700,0.065,7.000,1,0,0.829
Shawn Kemp,26,SEA,79,33.300,11.400,2.200,1.200,1.600,19.600,11.900,0.561,0.200,0.417,0.564,0.742,4.000,3.800,22.600,0.631,26.200,3.161,11.065,20.300,11.500,1.800,3.800,20.400,0.205,2.800,1996,16.400,0.065,8.000,1,0,0.963
Tim Hardaway,31,MIA,81,37.400,3.700,8.300,1.700,0.200,18.900,16.000,0.431,5.500,0.351,0.490,0.781,2.800,2.500,20.600,0.530,25.600,5.500,11.700,5.800,41.300,2.400,0.400,13.500,0.185,5.200,1998,13.900,0.061,6.000,1,0,0.988
Grant Hill,23,DET,80,40.800,9.800,6.900,1.300,0.600,20.200,15.300,0.462,0.300,0.192,0.464,0.751,3.300,3.000,20.900,0.537,25.900,5.533,11.559,14.500,31.400,1.700,1.200,14.900,0.172,4.800,1996,18.600,0.056,9.000,1,0,0.976
